"","English.Word","Emotion","Emotion.Intensity.Score","Spanish.Word","negativas","positivas","intensidad"
"436","injurious","anger",0.609,"perjudicial",-0.609,0,-0.609
"437","twats","anger",0.609,"idiotas",-0.609,0,-0.609
"438","collision","anger",0.609,"colisión",-0.609,0,-0.609
"439","battery","anger",0.609,"batería",-0.609,0,-0.609
"440","bitterly","anger",0.609,"amargamente",-0.609,0,-0.609
"441","antagonism","anger",0.609,"antagonismo",-0.609,0,-0.609
"442","irritability","anger",0.609,"irritabilidad",-0.609,0,-0.609
"443","disgraced","anger",0.608,"deshonrado",-0.608,0,-0.608
"444","diatribe","anger",0.606,"diatriba",-0.606,0,-0.606
"445","asshole","anger",0.606,"estúpido",-0.606,0,-0.606
"446","blast","anger",0.606,"explosión",-0.606,0,-0.606
"447","bombardment","anger",0.606,"bombardeo",-0.606,0,-0.606
"448","irks","anger",0.606,"irrita",-0.606,0,-0.606
"449","ranting","anger",0.606,"despotricando",-0.606,0,-0.606
"450","revolution","anger",0.606,"revolución",-0.606,0,-0.606
"451","thug","anger",0.606,"matón",-0.606,0,-0.606
"452","antagonistic","anger",0.606,"antagonista",-0.606,0,-0.606
"453","irritating","anger",0.606,"irritante",-0.606,0,-0.606
"454","sickening","anger",0.606,"nauseabundo",-0.606,0,-0.606
"455","discrimination","anger",0.606,"discriminación",-0.606,0,-0.606
"456","frustrate","anger",0.604,"frustrar",-0.604,0,-0.604
"457","insult","anger",0.603,"insulto",-0.603,0,-0.603
"458","hurtful","anger",0.603,"hiriente",-0.603,0,-0.603
"459","oppression","anger",0.603,"opresión",-0.603,0,-0.603
"460","manipulation","anger",0.603,"manipulación",-0.603,0,-0.603
"461","tiredofit","anger",0.603,"cansado de ello",-0.603,0,-0.603
"462","bigot","anger",0.603,"fanático",-0.603,0,-0.603
"463","tension","anger",0.603,"tensión",-0.603,0,-0.603
"464","disgust","anger",0.602,"asco",-0.602,0,-0.602
"465","spite","anger",0.6,"despecho",-0.6,0,-0.6
"466","intrusive","anger",0.598,"intruso",-0.598,0,-0.598
"467","harshness","anger",0.597,"dureza",-0.597,0,-0.597
"468","slur","anger",0.596,"calumnia",-0.596,0,-0.596
"469","tempest","anger",0.594,"tempestad",-0.594,0,-0.594
"470","assail","anger",0.594,"atacar",-0.594,0,-0.594
"471","bitterness","anger",0.594,"amargura",-0.594,0,-0.594
"472","morbidity","anger",0.594,"morbosidad",-0.594,0,-0.594
"473","casualty","anger",0.594,"víctima",-0.594,0,-0.594
"474","puncture","anger",0.594,"punción",-0.594,0,-0.594
"475","miserable","anger",0.594,"miserable",-0.594,0,-0.594
"476","inferno","anger",0.594,"infierno",-0.594,0,-0.594
"477","invasion","anger",0.594,"invasión",-0.594,0,-0.594
"478","storming","anger",0.594,"asalto",-0.594,0,-0.594
"479","wretch","anger",0.594,"desgraciado",-0.594,0,-0.594
"480","consternation","anger",0.592,"consternación",-0.592,0,-0.592
"481","raving","anger",0.591,"delirante",-0.591,0,-0.591
"482","forcibly","anger",0.591,"a la fuerza",-0.591,0,-0.591
"483","guillotine","anger",0.591,"guillotina",-0.591,0,-0.591
"484","guilty","anger",0.591,"culpable",-0.591,0,-0.591
"485","depraved","anger",0.591,"depravado",-0.591,0,-0.591
"486","immoral","anger",0.591,"inmoral",-0.591,0,-0.591
"487","overpowering","anger",0.591,"abrumador",-0.591,0,-0.591
"488","scare","anger",0.588,"susto",-0.588,0,-0.588
"489","recalcitrant","anger",0.588,"recalcitrante",-0.588,0,-0.588
"490","screwed","anger",0.588,"atornillado",-0.588,0,-0.588
"491","accursed","anger",0.588,"maldito",-0.588,0,-0.588
"492","soannoyed","anger",0.588,"muy molesto",-0.588,0,-0.588
"493","invader","anger",0.588,"invasor",-0.588,0,-0.588
"494","jealousy","anger",0.587,"celos",-0.587,0,-0.587
"495","indignation","anger",0.587,"indignación",-0.587,0,-0.587
"496","vexed","anger",0.586,"enfadado",-0.586,0,-0.586
"497","confront","anger",0.582,"confrontar",-0.582,0,-0.582
"498","brute","anger",0.581,"bruto",-0.581,0,-0.581
"499","throttle","anger",0.579,"acelerador",-0.579,0,-0.579
"500","slut","anger",0.578,"puta",-0.578,0,-0.578
"501","coup","anger",0.578,"golpe",-0.578,0,-0.578
"502","blaze","anger",0.578,"resplandor",-0.578,0,-0.578
"503","pillage","anger",0.578,"pillaje",-0.578,0,-0.578
"504","provoking","anger",0.578,"provocador",-0.578,0,-0.578
"505","damage","anger",0.578,"daño",-0.578,0,-0.578
"506","criminality","anger",0.578,"criminalidad",-0.578,0,-0.578
"507","shutup","anger",0.578,"callarse la boca",-0.578,0,-0.578
"508","lash","anger",0.578,"latigazo",-0.578,0,-0.578
"509","conflict","anger",0.578,"conflicto",-0.578,0,-0.578
"510","contentious","anger",0.578,"contencioso",-0.578,0,-0.578
"511","shutit","anger",0.578,"ciérralo",-0.578,0,-0.578
"512","wreck","anger",0.578,"naufragio",-0.578,0,-0.578
"513","defiant","anger",0.578,"desafiante",-0.578,0,-0.578
"514","butcher","anger",0.578,"carnicero",-0.578,0,-0.578
"515","incarceration","anger",0.578,"encarcelamiento",-0.578,0,-0.578
"516","revolver","anger",0.578,"revólver",-0.578,0,-0.578
"517","bickering","anger",0.578,"dimes y diretes",-0.578,0,-0.578
"518","yousuck","anger",0.578,"eres un inútil",-0.578,0,-0.578
"519","cancer","anger",0.577,"cáncer",-0.577,0,-0.577
"520","discriminate","anger",0.576,"discriminar",-0.576,0,-0.576
"521","gun","anger",0.576,"pistola",-0.576,0,-0.576
"522","frustration","anger",0.576,"frustración",-0.576,0,-0.576
"523","gory","anger",0.576,"sangriento",-0.576,0,-0.576
"524","pernicious","anger",0.576,"pernicioso",-0.576,0,-0.576
"525","dontmess","anger",0.576,"no te metas",-0.576,0,-0.576
"526","blasphemy","anger",0.576,"blasfemia",-0.576,0,-0.576
"527","chaotic","anger",0.576,"caótico",-0.576,0,-0.576
"528","grope","anger",0.576,"ir a tientas",-0.576,0,-0.576
"529","alienation","anger",0.576,"alienación",-0.576,0,-0.576
"530","disturbance","anger",0.576,"disturbio",-0.576,0,-0.576
"531","condescension","anger",0.576,"condescendencia",-0.576,0,-0.576
"532","standoff","anger",0.576,"punto muerto",-0.576,0,-0.576
"533","discord","anger",0.576,"discordia",-0.576,0,-0.576
"534","friggen","anger",0.575,"friggen",-0.575,0,-0.575
"535","sneer","anger",0.574,"burla",-0.574,0,-0.574
"536","death","anger",0.574,"muerte",-0.574,0,-0.574
"537","lunacy","anger",0.574,"locura",-0.574,0,-0.574
"538","scandalous","anger",0.574,"escandaloso",-0.574,0,-0.574
"539","oppressive","anger",0.574,"opresivo",-0.574,0,-0.574
"540","jab","anger",0.574,"pinchazo",-0.574,0,-0.574
"541","cursed","anger",0.574,"maldito",-0.574,0,-0.574
"542","monstrosity","anger",0.574,"monstruosidad",-0.574,0,-0.574
"543","shit","anger",0.573,"mierda",-0.573,0,-0.573
"544","disparaging","anger",0.571,"despectivo",-0.571,0,-0.571
"545","slash","anger",0.571,"barra oblicua",-0.571,0,-0.571
"546","unfair","anger",0.571,"injusto",-0.571,0,-0.571
"547","gallows","anger",0.57,"horca",-0.57,0,-0.57
"548","escalate","anger",0.569,"escalar",-0.569,0,-0.569
"549","intolerant","anger",0.564,"intolerante",-0.564,0,-0.564
"550","lawlessness","anger",0.563,"desorden",-0.563,0,-0.563
"551","beast","anger",0.562,"bestia",-0.562,0,-0.562
"552","torpedo","anger",0.562,"torpedo",-0.562,0,-0.562
"553","malign","anger",0.562,"maligno",-0.562,0,-0.562
"554","traitor","anger",0.562,"traidor",-0.562,0,-0.562
"555","frightful","anger",0.562,"espantoso",-0.562,0,-0.562
"556","wrangling","anger",0.562,"discutiendo",-0.562,0,-0.562
"557","slander","anger",0.562,"calumnia",-0.562,0,-0.562
"558","bellows","anger",0.562,"fuelle",-0.562,0,-0.562
"559","retards","anger",0.562,"retrasados",-0.562,0,-0.562
"560","grouchy","anger",0.562,"malhumorado",-0.562,0,-0.562
"561","derogatory","anger",0.562,"despectivo",-0.562,0,-0.562
"562","bearish","anger",0.562,"osuno",-0.562,0,-0.562
"563","invade","anger",0.562,"invadir",-0.562,0,-0.562
"564","perdition","anger",0.562,"perdición",-0.562,0,-0.562
"565","arghh","anger",0.562,"arghh",-0.562,0,-0.562
"566","dreadful","anger",0.562,"terrible",-0.562,0,-0.562
"567","bluddy","anger",0.562,"bluddy",-0.562,0,-0.562
"568","deceived","anger",0.562,"engañado",-0.562,0,-0.562
"569","glare","anger",0.562,"destello",-0.562,0,-0.562
"570","taunt","anger",0.562,"pulla",-0.562,0,-0.562
"571","dissension","anger",0.561,"disensión",-0.561,0,-0.561
"572","cross","anger",0.561,"cruz",-0.561,0,-0.561
"573","rave","anger",0.561,"delirio",-0.561,0,-0.561
"574","grating","anger",0.561,"rejilla",-0.561,0,-0.561
"575","devastating","anger",0.561,"devastador",-0.561,0,-0.561
"576","fits","anger",0.561,"encaja",-0.561,0,-0.561
"577","jeopardize","anger",0.561,"poner en peligro",-0.561,0,-0.561
"578","shatter","anger",0.561,"romper",-0.561,0,-0.561
"579","idiots","anger",0.561,"idiotas",-0.561,0,-0.561
"580","hurt","anger",0.561,"herir",-0.561,0,-0.561
"581","thief","anger",0.561,"ladrón",-0.561,0,-0.561
"582","uncontrollable","anger",0.561,"incontrolable",-0.561,0,-0.561
"583","conflagration","anger",0.561,"conflagración",-0.561,0,-0.561
"584","betrayal","anger",0.561,"traición",-0.561,0,-0.561
"585","banshee","anger",0.561,"alma en pena",-0.561,0,-0.561
"586","subjugation","anger",0.559,"subyugación",-0.559,0,-0.559
"587","disturbed","anger",0.559,"perturbado",-0.559,0,-0.559
"588","stomped","anger",0.557,"pisoteado",-0.557,0,-0.557
"589","grab","anger",0.557,"tomar",-0.557,0,-0.557
"590","grievance","anger",0.556,"queja",-0.556,0,-0.556
"591","ticked","anger",0.556,"marcado",-0.556,0,-0.556
"592","masochism","anger",0.556,"masoquismo",-0.556,0,-0.556
"593","defiance","anger",0.552,"desafío",-0.552,0,-0.552
"594","blackmail","anger",0.55,"chantaje",-0.55,0,-0.55
"595","offensive","anger",0.549,"ofensivo",-0.549,0,-0.549
"596","decry","anger",0.548,"desacreditar",-0.548,0,-0.548
"597","frustrates","anger",0.547,"frustra",-0.547,0,-0.547
"598","violation","anger",0.547,"violación",-0.547,0,-0.547
"599","confine","anger",0.547,"confinar",-0.547,0,-0.547
"600","misery","anger",0.547,"miseria",-0.547,0,-0.547
"601","arghhhh","anger",0.547,"arghhhh",-0.547,0,-0.547
"602","disparity","anger",0.547,"disparidad",-0.547,0,-0.547
"603","punishment","anger",0.547,"castigo",-0.547,0,-0.547
"604","rebel","anger",0.547,"rebelde",-0.547,0,-0.547
"605","preposterous","anger",0.547,"absurdo",-0.547,0,-0.547
"606","disgraceful","anger",0.547,"vergonzoso",-0.547,0,-0.547
"607","ire","anger",0.547,"ira",-0.547,0,-0.547
"608","deceive","anger",0.547,"engañar",-0.547,0,-0.547
"609","fustrated","anger",0.547,"frustrado",-0.547,0,-0.547
"610","sin","anger",0.547,"pecado",-0.547,0,-0.547
"611","shrill","anger",0.547,"estridente",-0.547,0,-0.547
"612","darkside","anger",0.547,"lado oscuro",-0.547,0,-0.547
"613","overbearing","anger",0.547,"despótico",-0.547,0,-0.547
"614","firearms","anger",0.547,"armas de fuego",-0.547,0,-0.547
"615","stolen","anger",0.546,"robado",-0.546,0,-0.546
"616","hadenough","anger",0.546,"tuve suficiente",-0.546,0,-0.546
"617","prejudice","anger",0.545,"prejuicio",-0.545,0,-0.545
"618","tackle","anger",0.545,"abordar",-0.545,0,-0.545
"619","resentful","anger",0.545,"resentido",-0.545,0,-0.545
"620","heated","anger",0.545,"calentado",-0.545,0,-0.545
"621","callous","anger",0.545,"calloso",-0.545,0,-0.545
"622","conspirator","anger",0.545,"conspirador",-0.545,0,-0.545
"623","ruined","anger",0.545,"arruinado",-0.545,0,-0.545
"624","antagonist","anger",0.545,"antagonista",-0.545,0,-0.545
"625","skirmish","anger",0.545,"escaramuza",-0.545,0,-0.545
"626","menace","anger",0.545,"amenaza",-0.545,0,-0.545
"627","annoyin","anger",0.545,"molesto",-0.545,0,-0.545
"628","foul","anger",0.545,"falta",-0.545,0,-0.545
"629","argument","anger",0.545,"argumento",-0.545,0,-0.545
"630","humiliate","anger",0.545,"humillar",-0.545,0,-0.545
"631","wanker","anger",0.545,"gilipollas",-0.545,0,-0.545
"632","adversary","anger",0.545,"adversario",-0.545,0,-0.545
"633","sting","anger",0.544,"picadura",-0.544,0,-0.544
"634","entangled","anger",0.544,"enredado",-0.544,0,-0.544
"635","grumble","anger",0.544,"queja",-0.544,0,-0.544
"636","robbery","anger",0.544,"robo",-0.544,0,-0.544
"637","outcry","anger",0.544,"grito",-0.544,0,-0.544
"638","resistance","anger",0.543,"resistencia",-0.543,0,-0.543
"639","irreconcilable","anger",0.543,"irreconciliable",-0.543,0,-0.543
"640","obstructive","anger",0.542,"obstructivo",-0.542,0,-0.542
"641","dismay","anger",0.54,"consternación",-0.54,0,-0.54
"642","mob","anger",0.538,"multitud",-0.538,0,-0.538
"643","juststop","anger",0.537,"solo para",-0.537,0,-0.537
"644","badness","anger",0.536,"maldad",-0.536,0,-0.536
"645","ridicule","anger",0.534,"ridículo",-0.534,0,-0.534
"646","incendiary","anger",0.533,"incendiario",-0.533,0,-0.533
"647","flares","anger",0.532,"bengalas",-0.532,0,-0.532
"648","twofaced","anger",0.531,"dos caras",-0.531,0,-0.531
"649","reckless","anger",0.531,"imprudente",-0.531,0,-0.531
"650","communism","anger",0.531,"comunismo",-0.531,0,-0.531
"651","allegation","anger",0.531,"alegación",-0.531,0,-0.531
"652","prejudicial","anger",0.531,"perjudicial",-0.531,0,-0.531
"653","whip","anger",0.531,"látigo",-0.531,0,-0.531
"654","unbridled","anger",0.531,"desenfrenado",-0.531,0,-0.531
"655","degeneracy","anger",0.531,"degeneración",-0.531,0,-0.531
"656","intruder","anger",0.531,"intruso",-0.531,0,-0.531
"657","belittle","anger",0.531,"empequeñecer",-0.531,0,-0.531
"658","confinement","anger",0.531,"confinamiento",-0.531,0,-0.531
"659","dispute","anger",0.531,"disputar",-0.531,0,-0.531
"660","exacerbation","anger",0.531,"exacerbación",-0.531,0,-0.531
"661","uprising","anger",0.531,"levantamiento",-0.531,0,-0.531
"662","unjust","anger",0.53,"injusto",-0.53,0,-0.53
"663","unjustifiable","anger",0.53,"injustificable",-0.53,0,-0.53
"664","perversion","anger",0.53,"perversión",-0.53,0,-0.53
"665","bigoted","anger",0.53,"fanático",-0.53,0,-0.53
"666","fiesty","anger",0.53,"fiestero",-0.53,0,-0.53
"667","offender","anger",0.53,"delincuente",-0.53,0,-0.53
"668","dictatorial","anger",0.53,"dictatorial",-0.53,0,-0.53
"669","hassle","anger",0.53,"molestia",-0.53,0,-0.53
"670","dissonance","anger",0.53,"disonancia",-0.53,0,-0.53
"671","tackled","anger",0.53,"abordado",-0.53,0,-0.53
"672","renegade","anger",0.529,"renegado",-0.529,0,-0.529
"673","cantstandit","anger",0.529,"no puedo soportarlo",-0.529,0,-0.529
"674","trespass","anger",0.529,"pecado",-0.529,0,-0.529
"675","hot","anger",0.529,"caliente",-0.529,0,-0.529
"676","prison","anger",0.529,"prisión",-0.529,0,-0.529
"677","suicide","anger",0.521,"suicidio",-0.521,0,-0.521
"678","annoy","anger",0.52,"enojarse",-0.52,0,-0.52
"679","leavemealone","anger",0.517,"déjame en paz",-0.517,0,-0.517
"680","cretins","anger",0.516,"cretinos",-0.516,0,-0.516
"681","depravity","anger",0.516,"depravación",-0.516,0,-0.516
"682","idiotic","anger",0.516,"idiota",-0.516,0,-0.516
"683","dishonest","anger",0.516,"deshonesto",-0.516,0,-0.516
"684","distrust","anger",0.516,"desconfianza",-0.516,0,-0.516
"685","broil","anger",0.516,"asar",-0.516,0,-0.516
"686","grrr","anger",0.516,"grrr",-0.516,0,-0.516
"687","criticize","anger",0.516,"criticar",-0.516,0,-0.516
"688","inimical","anger",0.516,"hostil",-0.516,0,-0.516
"689","tortious","anger",0.516,"tortuoso",-0.516,0,-0.516
"690","prisoner","anger",0.516,"prisionero",-0.516,0,-0.516
"691","treason","anger",0.516,"traición",-0.516,0,-0.516
"692","divorce","anger",0.516,"divorcio",-0.516,0,-0.516
"693","venting","anger",0.516,"desfogue",-0.516,0,-0.516
"694","duress","anger",0.516,"coacción",-0.516,0,-0.516
"695","disrespectful","anger",0.516,"irrespetuoso",-0.516,0,-0.516
"696","poaching","anger",0.515,"caza furtiva",-0.515,0,-0.515
"697","scold","anger",0.515,"regañar",-0.515,0,-0.515
"698","poachers","anger",0.515,"cazadores furtivos",-0.515,0,-0.515
"699","pow","anger",0.515,"pow",-0.515,0,-0.515
"700","hangry","anger",0.515,"hambriento",-0.515,0,-0.515
"701","argumentation","anger",0.515,"argumentación",-0.515,0,-0.515
"702","frustrating","anger",0.515,"frustrante",-0.515,0,-0.515
"703","unkind","anger",0.515,"cruel",-0.515,0,-0.515
"704","roar","anger",0.515,"rugido",-0.515,0,-0.515
"705","coercion","anger",0.515,"coerción",-0.515,0,-0.515
"706","unforgiving","anger",0.515,"implacable",-0.515,0,-0.515
"707","grump","anger",0.515,"gruñón",-0.515,0,-0.515
"708","bile","anger",0.515,"bilis",-0.515,0,-0.515
"709","unleash","anger",0.515,"desatraillar",-0.515,0,-0.515
"710","chaos","anger",0.515,"caos",-0.515,0,-0.515
"711","victimized","anger",0.515,"victimizado",-0.515,0,-0.515
"712","jerks","anger",0.515,"idiotas",-0.515,0,-0.515
"713","tussle","anger",0.514,"pelea",-0.514,0,-0.514
"714","bane","anger",0.511,"perdición",-0.511,0,-0.511
"715","accusation","anger",0.51,"acusación",-0.51,0,-0.51
"716","enmity","anger",0.51,"enemistad",-0.51,0,-0.51
"717","repudiation","anger",0.51,"repudio",-0.51,0,-0.51
"718","banish","anger",0.509,"desterrar",-0.509,0,-0.509
"719","disfigured","anger",0.508,"desfigurado",-0.508,0,-0.508
"720","storm","anger",0.507,"tormenta",-0.507,0,-0.507
"721","crazy","anger",0.5,"loca",-0.5,0,-0.5
"722","hammering","anger",0.5,"martilleo",-0.5,0,-0.5
"723","defy","anger",0.5,"desafiar",-0.5,0,-0.5
"724","antithesis","anger",0.5,"antítesis",-0.5,0,-0.5
"725","scoff","anger",0.5,"burla",-0.5,0,-0.5
"726","anguish","anger",0.5,"angustia",-0.5,0,-0.5
"727","confined","anger",0.5,"confinado",-0.5,0,-0.5
"728","fear","anger",0.5,"miedo",-0.5,0,-0.5
"729","bout","anger",0.5,"combate",-0.5,0,-0.5
"730","unruly","anger",0.5,"revoltoso",-0.5,0,-0.5
"731","delusional","anger",0.5,"delirante",-0.5,0,-0.5
"732","obstruct","anger",0.5,"obstruir",-0.5,0,-0.5
"733","possessed","anger",0.5,"poseído",-0.5,0,-0.5
"734","injustice","anger",0.5,"injusticia",-0.5,0,-0.5
"735","fervor","anger",0.5,"fervor",-0.5,0,-0.5
"736","spear","anger",0.5,"lanza",-0.5,0,-0.5
"737","derision","anger",0.5,"burla",-0.5,0,-0.5
"738","intractable","anger",0.5,"intratable",-0.5,0,-0.5
"739","reject","anger",0.5,"rechazar",-0.5,0,-0.5
"740","dominate","anger",0.5,"dominar",-0.5,0,-0.5
"741","ordeal","anger",0.5,"prueba",-0.5,0,-0.5
"742","banished","anger",0.5,"alejado",-0.5,0,-0.5
"743","rejects","anger",0.5,"rechaza",-0.5,0,-0.5
"744","shun","anger",0.5,"rehuir",-0.5,0,-0.5
"745","brunt","anger",0.5,"esfuerzo",-0.5,0,-0.5
"746","derogation","anger",0.5,"humillación",-0.5,0,-0.5
"747","frenzied","anger",0.5,"frenético",-0.5,0,-0.5
"748","animus","anger",0.5,"ánimo",-0.5,0,-0.5
"749","suppression","anger",0.5,"supresión",-0.5,0,-0.5
"750","malpractice","anger",0.5,"negligencia profesional",-0.5,0,-0.5
"751","brazen","anger",0.5,"descarado",-0.5,0,-0.5
"752","foaming","anger",0.5,"espumoso",-0.5,0,-0.5
"753","disrupting","anger",0.5,"interrumpiendo",-0.5,0,-0.5
"754","nobodycares","anger",0.5,"a nadie le importa",-0.5,0,-0.5
"755","patronising","anger",0.5,"protector",-0.5,0,-0.5
"756","getoveryourself","anger",0.495,"supérate a ti mismo",-0.495,0,-0.495
"757","toughness","anger",0.492,"tenacidad",-0.492,0,-0.492
"758","stupidpeople","anger",0.492,"gente estupida",-0.492,0,-0.492
"759","madness","anger",0.491,"locura",-0.491,0,-0.491
"760","sinful","anger",0.491,"pecaminoso",-0.491,0,-0.491
"761","avarice","anger",0.49,"avaricia",-0.49,0,-0.49
"762","oppress","anger",0.49,"oprimir",-0.49,0,-0.49
"763","cutting","anger",0.485,"corte",-0.485,0,-0.485
"764","anathema","anger",0.485,"anatema",-0.485,0,-0.485
"765","annoyed","anger",0.485,"molesto",-0.485,0,-0.485
"766","dissident","anger",0.485,"disidente",-0.485,0,-0.485
"767","demand","anger",0.485,"pedir",-0.485,0,-0.485
"768","usurp","anger",0.485,"usurpar",-0.485,0,-0.485
"769","claw","anger",0.485,"garra",-0.485,0,-0.485
"770","alienate","anger",0.485,"enajenar",-0.485,0,-0.485
"771","infraction","anger",0.485,"infracción",-0.485,0,-0.485
"772","avenger","anger",0.485,"vengador",-0.485,0,-0.485
"773","revoke","anger",0.485,"revocar",-0.485,0,-0.485
"774","smuggler","anger",0.485,"contrabandista",-0.485,0,-0.485
"775","abolish","anger",0.485,"abolir",-0.485,0,-0.485
"776","fricking","anger",0.485,"maldito",-0.485,0,-0.485
